procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  0 732744 1229600  66140 906204    0    0     0   142 4165 5083  2  1 97  1  0
 0  0 732744 1203896  66228 906216    0    0     0   120 4234 5276  2  1 97  1  0
 0  0 732744 1182252  66316 906228    0    0     0   136 4096 5009  1  1 97  0  0
 0  0 732744 1158704  66420 906244    0    0     0   132 4217 5260  1  1 97  1  0
 0  0 732744 1136832  66612 906260    2    0     2   278 4444 5526  2  1 96  1  0
 0  0 732744 1113900  66732 906272    0    0     0   176 4201 5264  1  1 97  1  0
 0  0 732744 1096512  66908 906288    0    0     0   226 4296 5396  2  1 97  1  0
 0  0 732744 1072880  67036 906300    0    0     0   180 4309 5375  2  1 97  1  0
 0  0 732744 1049696  67140 906316    0    0     0   150 4243 5305  1  1 97  1  0
 0  0 732744 1029816  67188 906324    0    0     0    66 4057 4955  2  1 97  0  0
 0  0 732744 1005904  67332 906348    0    0     0   216 4268 5294  1  1 97  1  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  0 732744 984600  67412 906356    0    0     0   104 4169 5142  2  1 97  1  0
 0  0 732744 960408  67540 906380    0    0     0   188 4120 5139  1  1 97  1  0
 3  0 732744 940088  67604 906396    2    0     2    94 4209 5242  2  1 97  1  0
 0  0 732744 916680  67652 906412    0    0     0    84 4209 5189  2  1 97  0  0
 0  0 732744 892488  67832 906420    0    0     0   272 4308 5366  2  1 96  1  0
 1  0 732744 870312  67888 906436    0    0     0    90 4093 5046  1  1 98  0  0
 1  0 732744 851412  68008 906456    0    0     0   158 4276 5249  2  1 97  1  0
 0  0 732744 827472  68144 906464    0    0     0   216 4297 5328  2  1 97  1  0
 0  0 732744 804792  68216 906480    0    0     0   108 4151 4995  1  1 97  0  0
 0  0 732744 782868  68288 906488    0    0     0   122 4010 4921  1  1 97  0  0
 0  0 732744 759180  68440 906512    0    0     0   204 4419 5530  2  1 96  1  0
 0  0 732744 734988  68496 906528    0    0     0    92 4278 5233  1  1 98  0  0
 0  0 732744 710292  68600 906540    0    0     0   174 4275 5220  2  1 97  1  0
 0  0 732744 686100  68672 906560    0    0     0    96 4290 5209  2  1 97  1  0
 0  1 732744 661152  68744 906576    0    0     0   100 4084 4953  1  1 97  0  0
 0  0 732744 636232  68872 906584    0    0     0   172 4224 5210  1  1 97  1  0
 0  0 732744 609016  69008 906604    0    0     0   194 4298 5388  2  1 97  1  0
 0  0 732744 587408  69096 906620    6    0     6   114 4050 5003  2  1 97  1  0
 0  0 732744 561732  69184 906632    0    0     0   126 4332 5452  2  1 97  1  0
 0  0 732744 538324  69320 906640    0    0     0   168 4233 5116  2  1 97  1  0
 0  0 732744 513124  69436 906652    2    0     2   206 4344 5349  1  1 97  1  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0 732744 486916  69532 906676    0    0     0   132 4140 5023  2  1 97  0  0
 0  0 732720 461968  69652 906692   12    0    12   176 4283 5206  2  1 97  1  0
 0  0 732720 437304  69740 906704    0    0     0   136 4339 5344  2  1 97  1  0
 0  0 732720 412384  69852 906712    0    0     0   148 4280 5270  2  1 97  1  0
 0  0 732720 384664  69948 906720    0    0     0   160 4247 5159  2  1 97  0  0
 2  0 732720 360408  70052 906740    0    0     0   166 4300 5221  2  1 97  1  0
 0  0 732720 339120  70180 906764    0    0     0   174 4185 5004  2  1 97  1  0
 5  0 732720 313768  70276 906772    0    0     0   132 4367 5322  2  1 97  1  0
 0  0 732720 290744  70372 906784    0    0     0   160 4289 5253  1  1 97  1  0
 0  0 732720 265356  70436 906808    0    0     0   120 4320 5256  2  1 97  1  0
 0  0 732720 241444  70508 906816    0    0     0   128 4246 5182  2  1 97  1  0
 2  0 732720 217628  70564 906824    0    0     0    92 4193 5076  1  1 98  0  0
 0  0 732720 191448  70660 906840    0    0     0   144 4129 4951  2  1 97  1  0
 0  0 732720 168012  70748 906856    0    0     0   150 4461 5469  2  1 97  1  0
 0  0 732720 144416  70804 906864    0    0     0   102 4280 5236  2  1 97  0  0
 0  0 732720 169624  62176 868500    0    0     0   106 4422 5273  2  1 96  1  0
 0  0 732716 145756  62288 869284    4    0   388   172 4430 5366  2  1 97  1  0
 0  0 732716 121472  62416 869292    0    0     0   184 4283 5309  1  1 97  1  0
 1  0 732716 168264  35192 827176    0    0     0   146 4203 5043  2  1 96  1  0
 0  0 732716 221696  34116 776824    0    0     0   160 4367 5255  2  1 96  1  0
 0  0 732716 218456  34284 776840    0    0     0   208 4398 5435  2  1 97  1  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  0 732716 204596  34404 776852    0    0     0   186 4274 5288  2  1 97  1  0
 0  0 732716 185948  34516 776864    0    0     0   164 4375 5392  2  1 96  1  0
 1  1 732716 165032  34596 776872    0    0     0   122 4105 5060  1  1 97  1  0
 1  0 732716 139328  34644 776884    0    0     0   104 4247 5192  2  1 97  0  0
 0  0 732716 117936  34756 776896    0    0     0   160 4217 5148  2  1 97  1  0
 0  0 732716 201032  33172 676880    2    0     2   170 3952 4858  2  1 97  1  0
 0  0 732716 179648  33260 676884    0    0    46   140 4242 5304  2  1 97  1  0
 0  0 732716 156996  33436 677000    0    0     0   214 4374 5328  2  1 97  1  0
 0  0 732716 134064  33556 677008    0    0     0   178 4251 5230  2  1 97  1  0
 0  0 732716 204208  32680 584080    0    0     2   170 4300 5291  2  1 96  1  0
 0  0 732716 179288  32784 584096    0    0     0   142 4370 5366  2  1 97  1  0
 0  0 732716 157364  32904 584104    0    0     0   202 4199 5076  2  1 97  1  0
 2  1 732716 137708  32976 584116    0    0     0   104 4192 5101  2  1 97  0  0
 0  0 732716 117800  33136 584132    0    0     0   218 4234 5211  2  1 97  1  0
 1  0 732680 179772  32644 495784    0    0     2   208 4365 5324  2  1 96  1  0
 0  0 732680 160872  32732 495792    0    0     0   122 4169 5117  2  1 97  1  0
 0  0 732680 139200  32876 495808    0    0     0   208 4324 5334  2  1 96  1  0
 0  0 732680 117780  32964 495816    0    0     0   120 4182 5086  2  1 97  0  0
 0  0 732664 153516  32524 439220    0    0     0   230 4344 5368  1  1 97  1  0
 1  0 732664 130640  32588 439248    0    0     0    96 4329 5296  2  1 97  1  0
 0  0 732664 139588  31864 409280    0    0     0   172 4469 5478  2  1 96  1  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  0 732664 116180  32104 409556    0    0   272   168 4310 5268  2  1 97  1  0
 1  0 732664 126100  31408 381800    0    0     0   106 4243 5018  2  1 97  1  0
 1  0 732664 115816  30804 370068    0    0     0   210 4249 5212  1  1 97  1  0
 0  0 735992 125908  29608 344308    0 1664    28  1868 4213 5091  2  1 97  1  0
 0  0 736504 128492  29396 324268   16  224   172   388 4291 5210  2  1 97  1  0
 0  0 743160 171240   3980 291620    0 3498   252  3574 4379 5028  2  2 96  0  0
 0  0 743160 147104   4092 291652    0    0     0   194 4261 5243  2  1 97  1  0
 0  0 743160 125712   4156 292324    0    0   332    92 4329 5229  2  1 97  1  0
 0  0 746232 122864   1356 278696    0 1746     0  1804 4185 4938  2  1 97  0  0
 0  0 752888 134492    972 254400    0 3308     0  3450 4394 5319  2  1 96  1  0
 0  0 756984 122332   1084 244968    0 2004   120  2158 4522 5616  2  1 97  1  0
 0  0 758776 120244   1164 229112   20  894    20  1010 4257 5225  2  1 97  1  0
 0  1 766712 124684   1252 210976    0 3938     0  4072 4549 5616  2  1 96  1  0
 0  0 772344 171608    640 154904    0 2824     0  3040 4488 5434  2  1 96  1  0
 0  0 772344 149712    764 155008    2    0    50   182 4082 5168  1  1 97  1  0
 2  2 772344 123028    884 155236    2    0   214   156 4056 5003  2  1 97  1  0
 1  0 795384 129772    716 149744  116 11664   696 11824 4939 5615  2  2 95  1  0
 0  0 801272 128768    796 145124   32 3062    44  3212 4540 4946  2  2 96  0  0
 0  0 807928 122808    524 130588   20 3550    20  3666 4362 5143  2  1 96  1  0
 0  0 811000 130244    632 103184  162 1638   466  1804 4306 5147  2  1 96  1  0
 0  0 812280 119432    728  90904   16  684    76   798 4175 4921  2  1 97  1  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  0 823288 129520    776  76140   16 5584    46  5704 4290 5005  2  1 97  0  0
 1  0 850424 132300    584  71680   18 13542    18 13696 4678 4994  2  2 96  0  0
 0  1 866552 122216    656  71872  818 8070  1454  8182 4669 5349  1  1 97  1  0
 0  0 901112 134856    768  68692   24 17310   196 17452 4895 5356  2  2 96  1  0
 0  0 927736 136200    892  66488   54 13360    54 13534 4602 5057  2  2 95  0  0
 0  0 965880 162296    648  57924  162 19268   214 19424 5351 5136  3  4 93  0  0
 0  0 965880 134284   1056  57612  138    0   300   132 4589 5507  2  1 97  0  0
 0  0 975864 127532    612  50140  206 5140   648  5224 4598 5054  3  2 95  0  0
 3  0 994552 129044    632  46120  270 9488   654  9620 4743 5159  2  2 96  0  0
 2  0 1024504 130624    336  54568 1288 15784  8607 15972 6358 5916  3  6 89  1  0
 1  0 1126648 138044    920  76728 53964 94698 65452 94884 17869 11107  2  7 81 10  0
 1  2 1157112 156608   1040  79592 123122 138048 124562 138242 18437 15342  1  8 80 11  0
 1  0 1173892 152680   1140  79720 125582 133362 125668 133554 18023 15021  1  8 81 10  0
 2  1 1229956 152328   1240  95580 120592 147932 127457 148104 19144 16434  1  8 79 12  0
 0  1 1256032 129364   1312  97380 121906 135984 122818 136132 19123 15079  1  7 82  9  0
 0  1 1294432 145376    952  96100 122162 140434 122262 140564 17608 15135  1  7 83  9  0
 0  1 1304916 158948   1032  94436 140450 144808 141134 144924 21929 17695  1  7 75 16  0
 0  1 1284748 125584   1144  92792 132710 122604 132710 122764 22218 17942  1  6 80 12  0
 2  0 1292172 126588   1000  92736 129562 133438 129562 133614 18958 16375  1  7 81 10  0
 0  1 1355128 150932    536  89032 129798 161568 131558 161712 18144 14987  1  8 80 11  0
 0  2 1388784 164948    716  89628 123390 142534 123724 142790 18171 15024  1  7 81 11  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  1 1389796 146980    836  89672 123288 124260 123410 124420 17198 14771  1  7 82 10  0
 1  0 1400284 142856    948  89952 117766 124168 117828 124324 17024 14420  1  7 82 10  0
 1  0 1426080 156976   1116  93456 110974 124150 112746 124380 17947 15048  1  7 80 11  0
 2  0 1412616 133904    324  80444 127852 122406 128796 122694 20494 18316  1  8 78 13  0
 0  1 1438648 147872    436  80972 55450 68124 58786 68252 12574 10420  1  5 88  6  0
 1  2 1490532 179696    588  81692 112886 139080 113270 139282 19548 15875  1  7 81 11  0
 0  1 1516472 183420    700  82360 115120 127422 115474 127602 19237 15195  1  7 81 11  0
 1  1 1504436 165872    464  80432 120874 115072 121218 115228 19876 15780  1  7 82 10  0
 1  1 1533664 178340    536  71720 112538 127784 112540 127896 18282 15137  1  7 82 10  0
 1  2 1554032 166680    640  71012 124656 134878 124740 135046 20680 15807  1  8 81 10  0
 1  0 1617864 205896    588  64948 124626 156616 124640 156806 21918 15841  1  9 80 10  0
 0  1 1597596 165400    548  58000 139516 130336 139946 130520 20683 17599  1  8 81 10  0
 1  2 1624708 162272    544  54496 128726 141566 129128 141770 20154 16546  1  8 80 11  0
 1  0 1707208 191920    680  54496 110662 152076 110664 152264 20890 15080  1  7 79 13  0
 2  1 1670584 155596    756  55248 82828 64184 83336 64324 14758 12997  1  4 87  7  0
 1  0 1703440 171564    836  56920 101316 123796 102172 123952 17896 13949  1  7 82 11  0
 1  0 1731304 182148    504  56276 97324 111166 97336 111314 17843 13367  1  7 82 10  0
 2  2 1742700 188232    968  55292 116084 125830 116418 126064 18756 15593  1  7 80 12  0
 0  1 1776428 183108    524  51340 115006 141036 115048 141234 19157 15025  1  7 80 11  0
 1  0 1772436 156808    800  65324 118534 115548 123514 115794 19247 15920  1  7 80 12  0
 1  0 1800648 167540    888  65304 126064 140378 126066 140504 19896 15976  1  7 81 10  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0 1827640 161576    912  64828 136102 149824 136258 149988 21018 16831  1  8 80 11  0
 2  1 1836276 158396   1008  66040 122592 126330 123178 126478 19383 15861  1  7 82 11  0
 1  2 1866436 167948    636  74312 116166 130338 121440 130582 21327 16655  1  7 80 12  0
 1  0 1870332 146656    708  74332 117098 118638 117100 118724 22337 16623  1  6 83 10  0
 1  1 1897064 156236    852  74164 101052 114648 101058 114872 18792 14379  1  7 81 10  0
 0  2 1911048 160132    712  73728 100952 108784 100956 108898 18627 13716  1  7 82 10  0
 0  1 1943740 159316    736  72472 114170 130218 114294 130382 21757 15896  1  7 82 10  0
 0  1 1961412 151816    856  78956 59644 68640 63562 68808 14062 10830  1  4 89  6  0
 1  1 2001192 170852    912  75788 127408 147018 127746 147176 22796 16628  1  8 82 10  0
 1  1 2001104 149584    984  75556 104046 103892 104244 104004 19014 14359  1  6 83 10  0
 1  0 2042740 153484    572  72624 99136 119536 99146 119700 18612 14026  1  7 81 11  0
 1  2 2058476 159988    692  73200 97762 105196 99310 105364 18709 14223  1  7 81 11  0
 0  2 2074948 151820    536  72676 101132 108026 103484 108272 22660 17295  1  8 77 14  0
 1  1 2093092 156560    380  73656 96276 106178 99890 106294 33096 14315  1 14 74 10  0
 3  0 2093624 149828    344  63556 82908 83132 83476 83228 31851 12857  1 15 74 10  0
 1  1 2097036 139776    448  67036 91966 93058 93686 93200 36437 14093  1 16 73 10  0
 1  1 2095040 137928    524  69980 80928 79256 86415 79376 37517 14116  1 22 68  8  0
 2  1 2095976 127152    484  55156 87768 87746 88756 88000 38648 13792  1 19 71  9  0
 2  0 2096560 109664    460  56932 72254 72596 77462 72800 37397 13362  1 21 70  8  0
 3  0 2095984 105124    588  45360 69080 68744 72429 69078 38485 14366  1 24 68  7  0
15  1 2097148  97976    492  40300 22860 23476 691782 23598 46426 22196  1 60 18 22  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
10  4 2097148  96356    488  41856 13434 13452 1144467 13552 61103 31672  0 89  0 11  0
 3  0 2097148  96952    276  39760 11794 10436 931773 10574 51413 27475  0 84  1 15  0
 1  0 884968 5436620   2076  91736 1876    0 11152    20 3039 1969  1 14 84  1  0
 1  0 884968 5439744   2092  92240  308    0   552     0 2037 1242  1 12 87  0  0
 1  0 884712 5432264   2112  96024 1676    0  3642   832 2464 1943  1 12 87  1  0
 1  0 884712 5434444   2112  96432  126    0   190     0 2227 1197  1 12 87  0  0
 1  0 880616 5423772   3420 103936 2884    0  5542     0 3516 2564  1 12 86  1  0
 1  0 880616 5432504   3432 104000   80    0    80    30 2466 1178  1 12 87  0  0
 1  0 880616 5432308   3432 103904   90    0    90     0 2333 1175  1 12 87  0  0
 1  0 880616 5430824   3432 104684   88    0   334     0 2805 1172  1 12 87  0  0
 1  0 880616 5430096   3440 104588  176    0   240     8 2440 1217  1 12 86  0  0
 1  0 880616 5429144   3440 104656   70    0    70     0 2875 1168  1 12 87  0  0
 2  0 880616 5429340   3440 104768   54    0    94     0 1877 1216  1 12 87  0  0
 1  0 880616 5429604   3448 104728   72    0    72     8 1932 1178  1 12 87  0  0
 1  0 880616 5428876   3448 104708   74    0    74     0 1938 1174  1 12 87  0  0
 1  0 880616 5427100   3448 108748 1032    0  3052     0 2386 1665  1 12 87  0  0
 1  0 880616 5417684   5492 112740  312    0  3194    22 2076 1392  1 12 87  0  0
 1  0 880616 5418944   5492 112580   62    0    62    60 1861 1184  1 12 87  0  0
 1  0 880616 5418968   5492 112712   40    0    40   102 2312 1132  1 12 87  0  0
 1  0 880616 5409420   5500 115772  944    0  2574    24 2335 1565  1 12 87  1  0
 2  0 879848 5385832   5500 120392 9652    0 11926     0 5168 4800  1 13 84  2  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0 879592 5387012   5500 120424   20    0    36     0 2064 1204  1 12 87  0  0
 1  0 879592 5387884   5508 120524   14    0    14    18 2124 1116  1 12 87  0  0
 1  0 879080 5374224   5508 125660 4438    0  7114     0 3273 2867  1 12 86  1  0
 1  0 879080 5375040   5508 126196  242    0   498     0 2195 1229  1 12 87  0  0
 1  0 879080 5374592   5516 126156   10    0    10     8 1750 1156  1 12 87  0  0
 1  0 879080 5374592   5516 126324    8    0     8     0 1689 1118  1 12 87  0  0
 2  0 879080 5375248   5516 126484   52    0   132     0 1922 1197  1 12 87  0  0
 1  0 879080 5371212   5524 128708  476    0  1654     8 2389 1329  1 12 87  0  0
 1  0 879080 5372548   5524 128684   12    0    12     0 1753 1137  1 12 87  0  0
 1  0 879080 5372556   5524 128780    8    0     8     0 1943 1134  1 12 87  0  0
 1  0 879080 5371728   5532 129000   30    0    30     8 2543 1188  1 12 87  0  0
 1  0 879080 5371600   5532 128848   14    0    14     0 1869 1140  1 12 87  0  0
 1  0 879080 5371248   5532 128688    2    0     2     0 1775 1149  1 12 87  0  0
 1  0 879080 5370804   5540 128816   28    0    28     8 1936 1159  1 12 87  0  0
 1  0 879080 5370580   5540 128816    4    0     4    16 1747 1141  1 12 87  0  0
 1  0 879080 5369640   5540 128824   40    0    40     0 1801 1199  1 12 87  0  0
 1  0 879080 5370024   5560 128864    2    0     6    30 2187 1148  1 12 87  0  0
 1  0 879080 5370024   5560 129060   12    0    12     0 1886 1154  1 12 87  0  0
 1  0 879080 5371828   5560 128900   10    0    10     0 1902 1191  1 12 87  0  0
 1  0 878568 5358060   5568 136644 2902    0  6738    36 2693 2312  1 12 86  1  0
 1  0 878568 5357968   5568 136804   10    0    10     0 1743 1152  1 12 87  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0 878568 5357968   5568 136612    2    0     2    22 1884 1154  1 12 87  0  0
 1  0 878568 5358032   5576 136612    0    0     0    10 1768 1182  1 12 87  0  0
 1  0 878568 5358032   5576 136680    2    0     2     0 1678 1148  1 12 87  0  0
 2  0 878568 5357780   5584 136680   38    0    38    24 1897 1221  1 12 87  0  0
 1  0 878568 5357652   5584 136616    0    0     0     0 1752 1119  1 12 87  0  0
 1  0 878568 5357652   5584 136616    0    0     0     0 1650 1093  1 12 87  0  0
 1  0 878568 5357748   5592 136616    0    0     0    20 1701 1093  1 12 87  0  0
 1  0 878568 5357052   5592 136620   30    0    30     0 2284 1116  1 12 87  0  0
 1  0 878568 5359496   5592 136460   16    0    16    10 1952 1157  1 12 87  0  0
 1  0 878568 5358324   5600 136580   14    0    14    16 1997 1212  1 12 87  0  0
 1  0 878568 5357908   5600 136492   12    0    12     0 1903 1169  1 12 87  0  0
 1  0 878568 5360236   5600 136464    4    0     4    12 1839 1136  1 12 87  0  0
 1  0 878568 5360048   5608 136424    6    0     6    14 2327 1174  1 13 86  0  0
 1  0 878568 5360368   5608 136464    0    0     0     0 1927 1151  1 12 87  0  0
 1  0 878568 5359092   5608 136496    6    0     6    12 2287 1091  1 12 87  0  0
 1  0 878568 5359008   5616 136464   10    0    10     8 2237 1141  1 12 87  0  0
 1  0 878568 5358880   5616 136696    2    0     2     0 2052 1121  1 12 87  0  0
 1  0 878568 5359496   5616 136536    8    0     8     8 1767 1148  1 12 87  0  0
 0  0 876264 5357900   5760 137584 1102    0  1744    14 1952 1331  1 10 89  0  0
