procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  0 866792 4728788  15416 694672    0    0     0     4  172  103  0  0 100  0  0
 0  0 866792 4728564  15424 694672    0    0     0     2  180  107  0  0 100  0  0
 0  0 866792 4728564  15432 694672    0    0     0     2  170   99  0  0 100  0  0
 0  0 866792 4728340  15440 694676    1    0     1     4  166   98  0  0 100  0  0
 0  0 866792 4728340  15448 694676    0    0     0     4  183  110  0  0 100  0  0
 0  0 866792 4728340  15464 694676    0    0     0     4  191  112  0  0 100  0  0
 0  0 866792 4728340  15472 694676    2    0     2     2  183  111  0  0 100  0  0
 0  0 866536 4728340  15480 694680    3    0     3     4  173  103  0  0 100  0  0
 0  0 866536 4728244  15488 694680    0    0     0     5  202  112  0  0 100  0  0
 0  0 866536 4728020  15496 694680    0    0     0     2  169   96  0  0 100  0  0
 0  0 866536 4727796  15504 694684    0    0     0     2  180  101  0  0 100  0  0
 0  0 866536 4727572  15512 694684    0    0     0     4  185  106  0  0 100  0  0
 0  0 866536 4727604  15520 694684    1    0     1     4  181  106  0  0 100  0  0
 0  0 866536 4727700  15528 694684    0    0     0     2  168   98  0  0 100  0  0
 0  0 866536 4727508  15536 694688    0    0     0     2  173  103  0  0 100  0  0
 0  0 866536 4727060  15544 694692    0    0     0     3  170  101  0  0 100  0  0
 0  0 866536 4727092  15568 694692    4    0     4    18  201  123  0  0 100  0  0
 0  0 866536 4726868  15576 694692    2    0     2     2  180  103  0  0 100  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  0 866536 4726868  15584 694692    0    0     0     2  189  115  0  0 100  0  0
 0  0 866536 4726868  15592 694692    1    0     1     2  187  115  0  0 100  0  0
 0  0 866536 4726676  15600 694700    0    0     0     4  178  106  0  0 100  0  0
 0  0 866536 4726708  15608 694700    0    0     0     4  170   97  0  0 100  0  0
 0  0 866536 4726516  15616 694700    0    0     0     2  173  101  0  0 100  0  0
 0  0 866536 4726292  15624 694704    1    0     1     2  178  107  0  0 100  0  0
 0  0 866536 4726068  15632 694704    0    0     0     5  189  114  0  0 100  0  0
 0  0 866536 4726068  15640 694704    0    0     0     3  167   97  0  0 100  0  0
 0  0 866536 4725844  15648 694704    0    0     0     2  174   96  0  0 100  0  0
 0  0 866536 4725844  15656 694704    0    0     0     4  182  107  0  0 100  0  0
 0  0 866536 4725620  15664 694708    0    0     0     4  195  120  0  0 100  0  0
 0  0 866536 4725620  15672 694708    0    0     0     3  175  102  0  0 100  0  0
 0  0 866536 4726916  15680 694708    2    0     2     4  183  112  0  0 100  0  0
 0  0 866536 4726692  15688 694716    0    0     0     2  166   98  0  0 100  0  0
 0  0 866536 4726692  15696 694720    0    0     0     3  165   98  0  0 100  0  0
 0  0 866536 4726468  15704 694720    1    0     1     4  174  108  0  0 100  0  0
 0  0 866536 4726532  15712 694720    0    0     0     4  173  105  0  0 100  0  0
 0  0 866536 4732256  15728 694720    0    0     0     6  202  107  0  0 100  0  0
 0  0 866536 4732256  15736 694724    1    0     1    25  180  117  0  0 100  0  0
 0  0 866536 4732004  15744 694724    3    0     3     4  186  115  0  0 100  0  0
 0  0 866536 4733304  15752 694724    2    0     2     7  227  124  0  0 100  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  0 866536 4733144  15760 694724    0    0     0     2  184  109  0  0 100  0  0
 0  0 866536 4732920  15768 694724    0    0     0     2  187  113  0  0 100  0  0
 0  0 866536 4732920  15776 694728    0    0     0     4  188  109  0  0 100  0  0
 0  0 866536 4732696  15784 694728    0    0     0     4  182  107  0  0 100  0  0
 0  0 866536 4732504  15792 694728    0    0     0     2  185  105  0  0 100  0  0
 0  0 866536 4732504  15800 694728    0    0     0     2  174   95  0  0 100  0  0
 0  0 866536 4732344  15808 694732    2    0     2     4  194  122  0  0 100  0  0
 0  0 866536 4731840  15832 694732    0    0     0    16  200  118  0  0 100  0  0
 0  0 866536 4731616  15840 694732    0    0     0     2  190  116  0  0 100  0  0
 0  0 866536 4731648  15848 694732    0    0     0     2  183  115  0  0 100  0  0
 0  0 866536 4731680  15856 694736    1    0     1     3  173  109  0  0 100  0  0
 0  0 866536 4731456  15864 694736    1    0     1     5  175  102  0  0 100  0  0
 0  0 866536 4731232  15872 694736    1    0     1     2  177  110  0  0 100  0  0
 0  0 866536 4731232  15880 694736    0    0     0     2  188  116  0  0 100  0  0
 0  0 866536 4731232  15888 694740    0    0     0     3  184  108  0  0 100  0  0
 0  0 866536 4731232  15896 694740    0    0     0     5  170  102  0  0 100  0  0
 0  0 866536 4731232  15904 694740    0    0     0     2  173   98  0  0 100  0  0
 0  0 866536 4731008  15912 694740    0    0     0     2  186  104  0  0 100  0  0
 0  0 866536 4731040  15920 694740    0    0     0     2  172  101  0  0 100  0  0
 0  0 866536 4731040  15928 694744    1    0     1     5  173   99  0  0 100  0  0
 0  0 866536 4730848  15936 694744    0    0     0     3  170   97  0  0 100  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  0 866536 4730848  15944 694744    0    0     0     2  177  104  0  0 100  0  0
 0  0 866536 4730624  15952 694744    0    0     0     2  163   95  0  0 100  0  0
 0  0 866536 4730624  15960 694748    0    0     0     3  168   95  0  0 100  0  0
 0  0 866536 4730624  15968 694748    0    0     0     4  171  101  0  0 100  0  0
 0  0 866536 4730624  15976 694748    2    0     2     2  183  104  0  0 100  0  0
 1  0 866536 4730400  15992 694752    1    0     1     6  198  121  0  0 100  0  0
 0  0 866536 4730400  16000 694756    1    0     1     5  190  113  0  0 100  0  0
 0  0 866536 4730432  16008 694756    0    0     0     4  177  108  0  0 100  0  0
 0  0 866536 4730528  16016 694756    1    0     1     2  213  115  0  0 100  0  0
 0  0 866536 4730528  16024 694756    0    0     0     2  175  102  0  0 100  0  0
 0  0 866536 4730528  16032 694760    0    0     0     4  184  108  0  0 100  0  0
 0  0 866536 4730528  16040 694764    0    0     0     4  191  111  0  0 100  0  0
 0  0 866536 4730304  16048 694764    0    0     0     2  194  116  0  0 100  0  0
 0  0 866536 4730336  16056 694764    0    0     0     2  177  102  0  0 100  0  0
 0  0 866536 4730112  16064 694768    0    0     0     5  180  100  0  0 100  0  0
 0  0 866536 4729888  16072 694768    0    0     0     3  167   93  0  0 100  0  0
