Linux 6.8.0-90-generic (theredhothabanero) 	14.12.2025 	_x86_64_	(8 CPU)

17:36:19     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
17:36:29     all    1,07    0,00    0,69    0,38    0,00    0,06    0,00    0,00    0,00   97,79
17:36:29       0    0,51    0,00    0,51    0,00    0,00    0,00    0,00    0,00    0,00   98,99
17:36:29       1    2,54    0,00    0,51    0,00    0,00    0,00    0,00    0,00    0,00   96,95
17:36:29       2    2,03    0,00    1,02    1,02    0,00    0,00    0,00    0,00    0,00   95,94
17:36:29       3    0,00    0,00    0,00    0,00    0,00    0,00    0,00    0,00    0,00  100,00
17:36:29       4    1,52    0,00    1,01    0,51    0,00    0,00    0,00    0,00    0,00   96,97
17:36:29       5    0,00    0,00    1,00    0,00    0,00    0,50    0,00    0,00    0,00   98,50
17:36:29       6    0,51    0,00    1,01    1,01    0,00    0,00    0,00    0,00    0,00   97,47
17:36:29       7    1,52    0,00    0,51    0,51    0,00    0,00    0,00    0,00    0,00   97,46

17:36:29     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
17:36:31     all    1,51    0,00    0,57    1,13    0,00    0,06    0,00    0,00    0,00   96,72
17:36:31       0    1,00    0,00    0,50    0,50    0,00    0,50    0,00    0,00    0,00   97,51
17:36:31       1    2,01    0,00    0,50    0,00    0,00    0,00    0,00    0,00    0,00   97,49
17:36:31       2    3,55    0,00    0,51    0,00    0,00    0,00    0,00    0,00    0,00   95,94
17:36:31       3    0,51    0,00    0,51    0,00    0,00    0,00    0,00    0,00    0,00   98,99
17:36:31       4    1,52    0,00    0,51    0,51    0,00    0,00    0,00    0,00    0,00   97,46
17:36:31       5    0,00    0,00    0,51    0,00    0,00    0,00    0,00    0,00    0,00   99,49
17:36:31       6    1,01    0,00    0,50    8,04    0,00    0,00    0,00    0,00    0,00   90,45
17:36:31       7    2,51    0,00    1,01    0,00    0,00    0,00    0,00    0,00    0,00   96,48

17:36:31     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
17:36:33     all    1,26    0,06    0,75    0,69    0,00    0,19    0,00    0,00    0,00   97,04
17:36:33       0    1,01    0,00    0,51    0,00    0,00    0,00    0,00    0,00    0,00   98,48
17:36:33       1    1,01    0,00    0,51    0,00    0,00    0,00    0,00    0,00    0,00   98,48
17:36:33       2    3,00    0,00    1,50    3,00    0,00    0,50    0,00    0,00    0,00   92,00
17:36:33       3    2,00    0,00    0,50    0,00    0,00    0,50    0,00    0,00    0,00   97,00
17:36:33       4    0,50    0,00    1,01    0,00    0,00    0,00    0,00    0,00    0,00   98,49
17:36:33       5    0,00    0,50    1,00    0,00    0,00    0,50    0,00    0,00    0,00   98,00
17:36:33       6    1,52    0,00    0,51    2,53    0,00    0,00    0,00    0,00    0,00   95,45
17:36:33       7    1,02    0,00    0,51    0,00    0,00    0,00    0,00    0,00    0,00   98,48

17:36:33     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
17:36:35     all    1,20    0,00    0,51    0,51    0,00    0,06    0,00    0,00    0,00   97,72
17:36:35       0    1,54    0,00    0,51    0,00    0,00    0,00    0,00    0,00    0,00   97,95
17:36:35       1    0,51    0,00    0,00    0,00    0,00    0,00    0,00    0,00    0,00   99,49
17:36:35       2    1,52    0,00    0,51    1,02    0,00    0,00    0,00    0,00    0,00   96,95
17:36:35       3    0,51    0,00    0,51    0,00    0,00    0,00    0,00    0,00    0,00   98,99
17:36:35       4    1,01    0,00    0,51    0,00    0,00    0,00    0,00    0,00    0,00   98,48
17:36:35       5    0,00    0,00    0,51    0,00    0,00    0,00    0,00    0,00    0,00   99,49
17:36:35       6    2,01    0,00    0,50    2,51    0,00    0,00    0,00    0,00    0,00   94,97
17:36:35       7    2,51    0,00    1,01    0,50    0,00    0,50    0,00    0,00    0,00   95,48

17:36:35     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
17:36:37     all    1,13    0,00    0,82    0,50    0,00    0,06    0,00    0,00    0,00   97,48
17:36:37       0    2,53    0,00    0,51    0,00    0,00    0,51    0,00    0,00    0,00   96,46
17:36:37       1    0,50    0,00    0,50    0,00    0,00    0,00    0,00    0,00    0,00   98,99
17:36:37       2    1,52    0,00    1,01    1,01    0,00    0,00    0,00    0,00    0,00   96,46
17:36:37       3    0,00    0,00    0,00    0,00    0,00    0,00    0,00    0,00    0,00  100,00
17:36:37       4    1,52    0,00    1,52    0,00    0,00    0,00    0,00    0,00    0,00   96,95
17:36:37       5    0,51    0,00    0,51    0,00    0,00    0,00    0,00    0,00    0,00   98,99
17:36:37       6    0,51    0,00    1,01    3,03    0,00    0,00    0,00    0,00    0,00   95,45
17:36:37       7    2,02    0,00    1,52    0,00    0,00    0,00    0,00    0,00    0,00   96,46

17:36:37     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
17:36:39     all    1,20    0,00    0,76    0,57    0,00    0,00    0,00    0,00    0,00   97,47
17:36:39       0    1,01    0,00    1,01    0,50    0,00    0,00    0,00    0,00    0,00   97,49
17:36:39       1    2,53    0,00    0,51    0,00    0,00    0,00    0,00    0,00    0,00   96,97
17:36:39       2    1,02    0,00    1,02    0,00    0,00    0,00    0,00    0,00    0,00   97,97
17:36:39       3    1,52    0,00    1,02    0,51    0,00    0,00    0,00    0,00    0,00   96,95
17:36:39       4    1,01    0,00    0,50    0,00    0,00    0,00    0,00    0,00    0,00   98,49
17:36:39       5    0,00    0,00    1,01    0,00    0,00    0,00    0,00    0,00    0,00   98,99
17:36:39       6    1,02    0,00    0,51    3,55    0,00    0,00    0,00    0,00    0,00   94,92
17:36:39       7    1,52    0,00    0,51    0,00    0,00    0,00    0,00    0,00    0,00   97,97

17:36:39     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
17:36:41     all    1,20    0,00    0,82    0,70    0,00    0,13    0,00    0,00    0,00   97,15
17:36:41       0    1,01    0,00    1,01    0,00    0,00    0,00    0,00    0,00    0,00   97,98
17:36:41       1    1,02    0,00    0,51    0,00    0,00    0,00    0,00    0,00    0,00   98,47
17:36:41       2    0,51    0,00    1,01    2,53    0,00    0,00    0,00    0,00    0,00   95,96
17:36:41       3    1,52    0,00    1,01    0,00    0,00    0,00    0,00    0,00    0,00   97,47
17:36:41       4    3,06    0,00    1,02    1,02    0,00    0,51    0,00    0,00    0,00   94,39
17:36:41       5    0,00    0,00    0,50    0,00    0,00    0,50    0,00    0,00    0,00   98,99
17:36:41       6    2,02    0,00    1,52    2,02    0,00    0,00    0,00    0,00    0,00   94,44
17:36:41       7    0,51    0,00    0,00    0,00    0,00    0,00    0,00    0,00    0,00   99,49

17:36:41     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
17:36:43     all    1,32    0,13    0,76    0,76    0,00    0,00    0,00    0,00    0,00   97,04
17:36:43       0    1,53    0,00    1,02    0,00    0,00    0,00    0,00    0,00    0,00   97,45
17:36:43       1    0,00    0,50    1,01    0,00    0,00    0,00    0,00    0,00    0,00   98,49
17:36:43       2    1,01    0,00    1,01    4,02    0,00    0,00    0,00    0,00    0,00   93,97
17:36:43       3    2,02    0,00    0,51    0,51    0,00    0,00    0,00    0,00    0,00   96,97
17:36:43       4    1,01    0,00    0,00    0,00    0,00    0,00    0,00    0,00    0,00   98,99
17:36:43       5    2,02    0,00    1,01    0,00    0,00    0,00    0,00    0,00    0,00   96,97
17:36:43       6    2,01    0,50    1,01    1,51    0,00    0,00    0,00    0,00    0,00   94,97
17:36:43       7    1,00    0,00    0,50    0,00    0,00    0,00    0,00    0,00    0,00   98,50

17:36:43     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
17:36:45     all    1,26    0,00    0,63    0,50    0,00    0,06    0,00    0,00    0,00   97,54
17:36:45       0    1,52    0,00    0,51    0,00    0,00    0,00    0,00    0,00    0,00   97,98
17:36:45       1    1,01    0,00    0,50    0,00    0,00    0,50    0,00    0,00    0,00   97,99
17:36:45       2    1,01    0,00    0,50    3,52    0,00    0,00    0,00    0,00    0,00   94,97
17:36:45       3    1,51    0,00    1,51    0,00    0,00    0,00    0,00    0,00    0,00   96,98
17:36:45       4    1,01    0,00    0,51    0,51    0,00    0,00    0,00    0,00    0,00   97,98
17:36:45       5    1,52    0,00    0,51    0,00    0,00    0,00    0,00    0,00    0,00   97,97
17:36:45       6    1,52    0,00    0,51    0,00    0,00    0,00    0,00    0,00    0,00   97,97
17:36:45       7    1,01    0,00    0,51    0,00    0,00    0,00    0,00    0,00    0,00   98,48

17:36:45     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
17:36:47     all    1,26    0,06    0,69    0,88    0,00    0,13    0,00    0,00    0,00   96,98
17:36:47       0    1,02    0,00    0,51    1,52    0,00    0,00    0,00    0,00    0,00   96,95
17:36:47       1    2,51    0,00    0,50    0,00    0,00    0,00    0,00    0,00    0,00   96,98
17:36:47       2    1,02    0,00    1,02    4,06    0,00    0,00    0,00    0,00    0,00   93,91
17:36:47       3    0,00    0,50    0,00    0,00    0,00    0,00    0,00    0,00    0,00   99,50
17:36:47       4    1,02    0,00    1,02    0,00    0,00    0,00    0,00    0,00    0,00   97,97
17:36:47       5    3,00    0,00    1,00    0,50    0,00    0,00    0,00    0,00    0,00   95,50
17:36:47       6    0,50    0,00    1,01    1,01    0,00    0,50    0,00    0,00    0,00   96,98
17:36:47       7    1,01    0,00    0,51    0,00    0,00    0,51    0,00    0,00    0,00   97,98

17:36:47     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
17:36:49     all    1,38    0,00    0,76    0,82    0,00    0,06    0,00    0,00    0,00   96,98
17:36:49       0    2,02    0,00    1,01    0,00    0,00    0,51    0,00    0,00    0,00   96,46
17:36:49       1    1,51    0,00    0,50    0,00    0,00    0,00    0,00    0,00    0,00   97,99
17:36:49       2    1,01    0,00    1,52    5,56    0,00    0,00    0,00    0,00    0,00   91,92
17:36:49       3    1,01    0,00    0,50    0,00    0,00    0,00    0,00    0,00    0,00   98,49
17:36:49       4    3,50    0,00    1,00    0,50    0,00    0,00    0,00    0,00    0,00   95,00
17:36:49       5    0,00    0,00    0,00    0,00    0,00    0,00    0,00    0,00    0,00  100,00
17:36:49       6    0,51    0,00    0,51    0,00    0,00    0,00    0,00    0,00    0,00   98,99
17:36:49       7    1,52    0,00    1,01    0,51    0,00    0,00    0,00    0,00    0,00   96,97

17:36:49     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
17:36:51     all    1,45    0,00    0,69    0,63    0,00    0,00    0,00    0,00    0,00   97,22
17:36:51       0    0,50    0,00    1,00    0,00    0,00    0,00    0,00    0,00    0,00   98,50
17:36:51       1    2,03    0,00    0,51    0,51    0,00    0,00    0,00    0,00    0,00   96,95
17:36:51       2    1,51    0,00    0,50    4,52    0,00    0,00    0,00    0,00    0,00   93,47
17:36:51       3    1,52    0,00    0,51    0,00    0,00    0,00    0,00    0,00    0,00   97,97
17:36:51       4    2,53    0,00    1,01    0,00    0,00    0,00    0,00    0,00    0,00   96,46
17:36:51       5    2,03    0,00    0,51    0,00    0,00    0,00    0,00    0,00    0,00   97,46
17:36:51       6    1,01    0,00    0,50    0,00    0,00    0,00    0,00    0,00    0,00   98,49
17:36:51       7    0,51    0,00    1,02    0,00    0,00    0,00    0,00    0,00    0,00   98,48

17:36:51     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
17:36:53     all    1,20    0,00    0,57    1,14    0,00    0,13    0,00    0,00    0,00   96,96
17:36:53       0    2,56    0,00    0,51    1,54    0,00    0,00    0,00    0,00    0,00   95,38
17:36:53       1    1,01    0,00    0,51    0,00    0,00    0,00    0,00    0,00    0,00   98,48
17:36:53       2    1,01    0,00    1,01    7,58    0,00    0,51    0,00    0,00    0,00   89,90
17:36:53       3    0,50    0,00    0,50    0,00    0,00    0,50    0,00    0,00    0,00   98,49
17:36:53       4    0,51    0,00    0,51    0,00    0,00    0,00    0,00    0,00    0,00   98,98
17:36:53       5    1,52    0,00    0,51    0,00    0,00    0,00    0,00    0,00    0,00   97,98
17:36:53       6    2,03    0,00    0,51    0,00    0,00    0,00    0,00    0,00    0,00   97,46
17:36:53       7    0,51    0,00    0,51    0,00    0,00    0,00    0,00    0,00    0,00   98,98

17:36:53     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
17:36:55     all    1,19    0,06    0,50    0,31    0,00    0,06    0,00    0,00    0,00   97,86
17:36:55       0    2,03    0,00    0,51    1,52    0,00    0,00    0,00    0,00    0,00   95,94
17:36:55       1    1,01    0,00    0,51    0,00    0,00    0,00    0,00    0,00    0,00   98,48
17:36:55       2    0,51    0,00    1,01    1,01    0,00    0,00    0,00    0,00    0,00   97,47
17:36:55       3    0,50    0,00    0,00    0,00    0,00    0,00    0,00    0,00    0,00   99,50
17:36:55       4    0,50    0,50    0,50    0,00    0,00    0,00    0,00    0,00    0,00   98,50
17:36:55       5    1,51    0,00    0,50    0,00    0,00    0,00    0,00    0,00    0,00   97,99
17:36:55       6    3,03    0,00    0,51    0,00    0,00    0,00    0,00    0,00    0,00   96,46
17:36:55       7    0,50    0,00    0,50    0,00    0,00    0,50    0,00    0,00    0,00   98,50

17:36:55     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
17:36:57     all    1,26    0,06    0,63    0,95    0,00    0,06    0,00    0,00    0,00   97,03
17:36:57       0    1,52    0,00    1,02    1,52    0,00    0,51    0,00    0,00    0,00   95,43
17:36:57       1    1,02    0,00    0,51    0,00    0,00    0,00    0,00    0,00    0,00   98,48
17:36:57       2    1,50    0,50    1,50    5,00    0,00    0,00    0,00    0,00    0,00   91,50
17:36:57       3    0,00    0,00    0,00    0,00    0,00    0,00    0,00    0,00    0,00  100,00
17:36:57       4    2,03    0,00    0,51    0,00    0,00    0,00    0,00    0,00    0,00   97,46
17:36:57       5    1,52    0,00    0,51    0,00    0,00    0,00    0,00    0,00    0,00   97,98
17:36:57       6    1,01    0,00    0,51    0,00    0,00    0,00    0,00    0,00    0,00   98,48
17:36:57       7    1,52    0,00    0,51    1,01    0,00    0,00    0,00    0,00    0,00   96,97

17:36:57     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
17:36:59     all    1,20    0,00    0,63    1,01    0,00    0,13    0,00    0,00    0,00   97,03
17:36:59       0    1,52    0,00    1,52    0,00    0,00    0,00    0,00    0,00    0,00   96,95
17:36:59       1    0,50    0,00    0,50    0,00    0,00    0,50    0,00    0,00    0,00   98,50
17:36:59       2    1,52    0,00    0,51    7,11    0,00    0,00    0,00    0,00    0,00   90,86
17:36:59       3    0,00    0,00    0,00    0,00    0,00    0,00    0,00    0,00    0,00  100,00
17:36:59       4    2,00    0,00    1,00    1,00    0,00    0,50    0,00    0,00    0,00   95,50
17:36:59       5    1,52    0,00    1,02    0,00    0,00    0,00    0,00    0,00    0,00   97,46
17:36:59       6    0,51    0,00    0,00    0,00    0,00    0,00    0,00    0,00    0,00   99,49
17:36:59       7    2,04    0,00    0,51    0,00    0,00    0,00    0,00    0,00    0,00   97,45

17:36:59     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
17:37:01     all    1,39    0,00    0,57    0,50    0,00    0,06    0,00    0,00    0,00   97,48
17:37:01       0    1,01    0,00    0,00    0,00    0,00    0,00    0,00    0,00    0,00   98,99
17:37:01       1    0,00    0,00    0,00    0,00    0,00    0,00    0,00    0,00    0,00  100,00
17:37:01       2    1,52    0,00    1,01    1,52    0,00    0,00    0,00    0,00    0,00   95,96
17:37:01       3    0,00    0,00    1,01    0,00    0,00    0,00    0,00    0,00    0,00   98,99
17:37:01       4    3,03    0,00    1,01    1,52    0,00    0,00    0,00    0,00    0,00   94,44
17:37:01       5    3,03    0,00    0,51    0,51    0,00    0,00    0,00    0,00    0,00   95,96
17:37:01       6    1,01    0,00    0,51    0,51    0,00    0,51    0,00    0,00    0,00   97,47
17:37:01       7    1,51    0,00    0,50    0,00    0,00    0,00    0,00    0,00    0,00   97,99

17:37:01     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
17:37:03     all    1,32    0,00    0,63    0,57    0,00    0,00    0,00    0,00    0,00   97,48
17:37:03       0    1,50    0,00    0,50    0,50    0,00    0,00    0,00    0,00    0,00   97,50
17:37:03       1    2,54    0,00    0,51    0,00    0,00    0,00    0,00    0,00    0,00   96,95
17:37:03       2    2,03    0,00    0,51    0,00    0,00    0,00    0,00    0,00    0,00   97,46
17:37:03       3    0,00    0,00    1,01    0,00    0,00    0,00    0,00    0,00    0,00   98,99
17:37:03       4    0,51    0,00    1,01    0,00    0,00    0,00    0,00    0,00    0,00   98,48
17:37:03       5    2,53    0,00    1,01    0,00    0,00    0,00    0,00    0,00    0,00   96,46
17:37:03       6    0,50    0,00    0,00    4,02    0,00    0,00    0,00    0,00    0,00   95,48
17:37:03       7    1,01    0,00    0,51    0,00    0,00    0,00    0,00    0,00    0,00   98,48

17:37:03     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
17:37:05     all    1,32    0,00    0,63    0,44    0,00    0,13    0,00    0,00    0,00   97,48
17:37:05       0    0,51    0,00    0,51    0,00    0,00    0,00    0,00    0,00    0,00   98,98
17:37:05       1    1,01    0,00    0,00    0,00    0,00    0,00    0,00    0,00    0,00   98,99
17:37:05       2    2,03    0,00    1,02    1,52    0,00    0,00    0,00    0,00    0,00   95,43
17:37:05       3    0,00    0,00    0,50    0,00    0,00    0,50    0,00    0,00    0,00   98,99
17:37:05       4    1,52    0,00    1,01    0,00    0,00    0,00    0,00    0,00    0,00   97,47
17:37:05       5    2,00    0,00    0,50    0,00    0,00    0,00    0,00    0,00    0,00   97,50
17:37:05       6    1,01    0,00    0,51    2,02    0,00    0,00    0,00    0,00    0,00   96,46
17:37:05       7    2,51    0,00    1,01    0,00    0,00    0,50    0,00    0,00    0,00   95,98

17:37:05     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
17:37:07     all    1,39    0,00    0,50    1,01    0,00    0,06    0,00    0,00    0,00   97,03
17:37:07       0    1,52    0,00    0,51    0,00    0,00    0,51    0,00    0,00    0,00   97,46
17:37:07       1    0,00    0,00    0,00    0,00    0,00    0,00    0,00    0,00    0,00  100,00
17:37:07       2    3,05    0,00    0,51    3,05    0,00    0,00    0,00    0,00    0,00   93,40
17:37:07       3    0,00    0,00    0,51    0,00    0,00    0,00    0,00    0,00    0,00   99,49
17:37:07       4    1,52    0,00    0,51    0,51    0,00    0,00    0,00    0,00    0,00   97,47
17:37:07       5    0,00    0,00    0,00    0,00    0,00    0,00    0,00    0,00    0,00  100,00
17:37:07       6    3,02    0,00    1,01    4,52    0,00    0,00    0,00    0,00    0,00   91,46
17:37:07       7    2,02    0,00    1,01    0,00    0,00    0,00    0,00    0,00    0,00   96,97

17:37:07     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
17:37:09     all    1,32    0,00    0,57    0,69    0,00    0,00    0,00    0,00    0,00   97,41
17:37:09       0    2,56    0,00    1,03    1,54    0,00    0,00    0,00    0,00    0,00   94,87
17:37:09       1    0,00    0,00    0,00    0,00    0,00    0,00    0,00    0,00    0,00  100,00
17:37:09       2    1,01    0,00    0,00    0,00    0,00    0,00    0,00    0,00    0,00   98,99
17:37:09       3    0,50    0,00    1,01    0,00    0,00    0,00    0,00    0,00    0,00   98,49
17:37:09       4    1,52    0,00    0,51    0,00    0,00    0,00    0,00    0,00    0,00   97,98
17:37:09       5    1,52    0,00    0,51    0,00    0,00    0,00    0,00    0,00    0,00   97,98
17:37:09       6    2,01    0,00    1,01    3,52    0,00    0,00    0,00    0,00    0,00   93,47
17:37:09       7    1,52    0,00    0,51    0,51    0,00    0,00    0,00    0,00    0,00   97,47

17:37:09     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
17:37:11     all    1,32    0,00    0,57    0,88    0,00    0,31    0,00    0,00    0,00   96,92
17:37:11       0    3,02    0,00    1,01    6,53    0,00    0,50    0,00    0,00    0,00   88,94
17:37:11       1    0,00    0,00    0,00    0,00    0,00    0,00    0,00    0,00    0,00  100,00
17:37:11       2    1,99    0,00    0,50    0,50    0,00    0,50    0,00    0,00    0,00   96,52
17:37:11       3    2,00    0,00    0,50    0,00    0,00    0,50    0,00    0,00    0,00   97,00
17:37:11       4    1,02    0,00    0,51    0,00    0,00    0,00    0,00    0,00    0,00   98,48
17:37:11       5    0,00    0,00    1,00    0,00    0,00    0,50    0,00    0,00    0,00   98,50
17:37:11       6    1,01    0,00    0,51    0,00    0,00    0,00    0,00    0,00    0,00   98,48
17:37:11       7    1,52    0,00    0,51    0,00    0,00    0,51    0,00    0,00    0,00   97,47

17:37:11     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
17:37:13     all    1,45    0,06    0,50    1,13    0,00    0,00    0,00    0,00    0,00   96,85
17:37:13       0    0,51    0,00    0,51    7,58    0,00    0,00    0,00    0,00    0,00   91,41
17:37:13       1    1,50    0,00    1,00    0,00    0,00    0,00    0,00    0,00    0,00   97,50
17:37:13       2    2,03    0,00    0,51    0,00    0,00    0,00    0,00    0,00    0,00   97,46
17:37:13       3    1,51    0,00    0,50    0,50    0,00    0,00    0,00    0,00    0,00   97,49
17:37:13       4    3,03    0,00    0,51    0,00    0,00    0,00    0,00    0,00    0,00   96,46
17:37:13       5    0,00    0,50    0,50    0,00    0,00    0,00    0,00    0,00    0,00   98,99
17:37:13       6    1,01    0,00    0,00    1,01    0,00    0,00    0,00    0,00    0,00   97,98
17:37:13       7    2,03    0,00    0,51    0,00    0,00    0,00    0,00    0,00    0,00   97,46

17:37:13     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
17:37:15     all    1,26    0,06    0,50    0,76    0,00    0,13    0,00    0,00    0,00   97,29
17:37:15       0    0,00    0,00    0,00    5,05    0,00    0,00    0,00    0,00    0,00   94,95
17:37:15       1    1,52    0,00    0,51    0,51    0,00    0,51    0,00    0,00    0,00   96,97
17:37:15       2    2,54    0,00    0,51    0,00    0,00    0,00    0,00    0,00    0,00   96,95
17:37:15       3    0,00    0,50    0,50    0,00    0,00    0,00    0,00    0,00    0,00   99,00
17:37:15       4    2,51    0,00    1,01    0,00    0,00    0,50    0,00    0,00    0,00   95,98
17:37:15       5    0,00    0,00    0,00    0,00    0,00    0,00    0,00    0,00    0,00  100,00
17:37:15       6    2,02    0,00    1,01    0,51    0,00    0,00    0,00    0,00    0,00   96,46
17:37:15       7    1,52    0,00    0,51    0,00    0,00    0,00    0,00    0,00    0,00   97,98

17:37:15     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
17:37:17     all    1,33    0,00    0,57    0,51    0,00    0,06    0,00    0,00    0,00   97,54
17:37:17       0    2,03    0,00    1,02    2,03    0,00    0,51    0,00    0,00    0,00   94,42
17:37:17       1    0,00    0,00    0,00    0,00    0,00    0,00    0,00    0,00    0,00  100,00
17:37:17       2    2,53    0,00    1,01    0,00    0,00    0,00    0,00    0,00    0,00   96,46
17:37:17       3    1,01    0,00    0,51    0,00    0,00    0,00    0,00    0,00    0,00   98,48
